state_name,state_abbreviation,state_FIPS,county_name,county_FIPS,county_pop_lat,county_pop_lon,wtk_gid,wtk_lat,wtk_lon,nsrdb_gid,nsrdb_lat,nsrdb_lon,bchrrr_gid,bchrrr_lat,bchrrr_lon,sup3rcc_gid,sup3rcc_lat,sup3rcc_lon
Alabama,AL,1000,Lamar County,01075,33.761274,-88.108785,1732576,33.76457,-88.11633,893219,33.77,-88.1,1732576,33.76457,-88.11633,586504,33.756824,-88.11
Alabama,AL,1000,Lauderdale County,01077,34.86552,-87.608852,1752826,34.860813,-87.60266,903617,34.85,-87.62,1752826,34.860813,-87.60266,549640,34.878315,-87.615
Alabama,AL,1000,Lawrence County,01079,34.540864,-87.271599,1772850,34.536343,-87.26434,911209,34.53,-87.26,1772850,34.536343,-87.26434,561448,34.519436,-87.255
Alabama,AL,1000,Lee County,01081,32.592194,-85.359797,1882917,32.598267,-85.36398,950195,32.61,-85.34,1882917,32.598267,-85.36398,624915,32.590473,-85.365
Alabama,AL,1000,Limestone County,01083,34.803981,-86.922396,1789224,34.798954,-86.9151,917811,34.81,-86.94,1789224,34.798954,-86.9151,552605,34.788593,-86.94
Alabama,AL,1000,Lowndes County,01085,32.164245,-86.615194,1823270,32.16414,-86.62076,924376,32.17,-86.62,1823270,32.16414,-86.62076,639637,32.14188,-86.625
Alabama,AL,1000,Macon County,01087,32.429073,-85.711756,1866898,32.435593,-85.71536,942792,32.41,-85.7,1866898,32.435593,-85.71536,630807,32.411037,-85.725
Alabama,AL,1000,Madison County,01089,34.742996,-86.61535,1805296,34.733067,-86.61026,924312,34.73,-86.62,1805296,34.733067,-86.61026,554087,34.743736,-86.625
Alabama,AL,1000,Marengo County,01091,32.342371,-87.803493,1758597,32.347652,-87.806305,899343,32.33,-87.82,1758597,32.347652,-87.806305,633711,32.321316,-87.795
Alabama,AL,1000,Marion County,01093,34.110449,-87.876487,1743300,34.111595,-87.875275,898428,34.13,-87.86,1743300,34.111595,-87.875275,574709,34.1157,-87.885
Alabama,AL,1000,Marshall County,01095,34.311248,-86.291372,1824519,34.314552,-86.29089,930625,34.33,-86.3,1824519,34.314552,-86.29089,568844,34.29514,-86.31
Alabama,AL,1000,Mobile County,01097,30.684055,-88.175158,1749042,30.68703,-88.17258,891531,30.69,-88.18,1749042,30.68703,-88.17258,686803,30.70638,-88.155
