county_fips,state_name,state_abbreviation,county_name,population_year,population,county_pop_lat,county_pop_lon
29219,Missouri,MO,Warren County,2020,36594,38.790384,-91.09855
29221,Missouri,MO,Washington County,2020,24604,37.953782,-90.785827
29223,Missouri,MO,Wayne County,2020,12769,37.109124,-90.523633
29225,Missouri,MO,Webster County,2020,39859,37.262941,-92.906835
29227,Missouri,MO,Worth County,2020,1953,40.481643,-94.437093
29229,Missouri,MO,Wright County,2020,18325,37.193295,-92.433323
29510,Missouri,MO,St. Louis City,2020,297645,38.620558,-90.253328
30001,Montana,MT,Beaverhead County,2020,9483,45.225024,-112.693835
30003,Montana,MT,Big Horn County,2020,13063,45.568552,-107.499726
30005,Montana,MT,Blaine County,2020,6568,48.432438,-108.872026
30007,Montana,MT,Broadwater County,2020,6444,46.281618,-111.543343
30009,Montana,MT,Carbon County,2020,10921,45.322274,-109.084552
30011,Montana,MT,Carter County,2020,1235,45.687361,-104.525315
30013,Montana,MT,Cascade County,2020,81346,47.491558,-111.306586
30015,Montana,MT,Chouteau County,2020,5699,47.962495,-110.384935
30017,Montana,MT,Custer County,2020,11292,46.401678,-105.814661
30019,Montana,MT,Daniels County,2020,1638,48.783637,-105.431736
30021,Montana,MT,Dawson County,2020,8555,47.137219,-104.748948
30023,Montana,MT,Deer Lodge County,2020,9204,46.135852,-112.955549
30025,Montana,MT,Fallon County,2020,2826,46.360507,-104.31609
30027,Montana,MT,Fergus County,2020,11104,47.092019,-109.414642
30029,Montana,MT,Flathead County,2020,105851,48.247385,-114.280952
30031,Montana,MT,Gallatin County,2020,116806,45.682957,-111.128814
30033,Montana,MT,Garfield County,2020,1268,47.309977,-106.946719
30035,Montana,MT,Glacier County,2020,13594,48.601081,-112.802964
30037,Montana,MT,Golden Valley County,2020,827,46.297882,-109.120783
30039,Montana,MT,Granite County,2020,3317,46.445393,-113.319798
30041,Montana,MT,Hill County,2020,16358,48.511679,-109.767074
30043,Montana,MT,Jefferson County,2020,12360,46.268427,-112.045111
30045,Montana,MT,Judith Basin County,2020,1994,47.094037,-110.171727
30047,Montana,MT,Lake County,2020,30986,47.608398,-114.123216
30049,Montana,MT,Lewis and Clark County,2020,70229,46.646708,-112.019796
30051,Montana,MT,Liberty County,2020,2369,48.538044,-110.985222
30053,Montana,MT,Lincoln County,2020,20343,48.553308,-115.425496
30055,Montana,MT,McCone County,2020,1648,47.569722,-105.638843
30057,Montana,MT,Madison County,2020,8959,45.419015,-111.923035
30059,Montana,MT,Meagher County,2020,1831,46.529825,-110.881615
30061,Montana,MT,Mineral County,2020,4544,47.182753,-114.894839
30063,Montana,MT,Missoula County,2020,121630,46.875535,-114.021476
30065,Montana,MT,Musselshell County,2020,4669,46.420108,-108.482978
30067,Montana,MT,Park County,2020,16760,45.604897,-110.5968
30069,Montana,MT,Petroleum County,2020,500,47.012153,-108.31783
30071,Montana,MT,Phillips County,2020,3919,48.367246,-107.866055
30073,Montana,MT,Pondera County,2020,5782,48.211426,-112.158061
30075,Montana,MT,Powder River County,2020,1681,45.438495,-105.544775
30077,Montana,MT,Powell County,2020,6817,46.450646,-112.758115
30079,Montana,MT,Prairie County,2020,1067,46.809715,-105.276385
30081,Montana,MT,Ravalli County,2020,45002,46.358558,-114.111219
30083,Montana,MT,Richland County,2020,11043,47.72072,-104.204201
30085,Montana,MT,Roosevelt County,2020,10964,48.134392,-105.212282
30087,Montana,MT,Rosebud County,2020,8836,45.902895,-106.612675
30089,Montana,MT,Sanders County,2020,12157,47.635009,-115.177181
30091,Montana,MT,Sheridan County,2020,3261,48.734098,-104.493722
30093,Montana,MT,Silver Bow County,2020,35180,45.98746,-112.52552
30095,Montana,MT,Stillwater County,2020,9888,45.615504,-109.23794
30097,Montana,MT,Sweet Grass County,2020,3684,45.82939,-109.91652
30099,Montana,MT,Teton County,2020,6249,47.762519,-112.039518
30101,Montana,MT,Toole County,2020,4686,48.578096,-111.850811
30103,Montana,MT,Treasure County,2020,695,46.247086,-107.247141
30105,Montana,MT,Valley County,2020,7359,48.23627,-106.541657
30107,Montana,MT,Wheatland County,2020,2157,46.454551,-109.845435
30109,Montana,MT,Wibaux County,2020,939,46.969955,-104.191238
30111,Montana,MT,Yellowstone County,2020,162990,45.789945,-108.545962
31001,Nebraska,NE,Adams County,2020,31321,40.585501,-98.415176
31003,Nebraska,NE,Antelope County,2020,6264,42.147051,-98.057425
31005,Nebraska,NE,Arthur County,2020,466,41.569369,-101.67886
31007,Nebraska,NE,Banner County,2020,786,41.558824,-103.721644
31009,Nebraska,NE,Blaine County,2020,457,41.906106,-100.013465
31011,Nebraska,NE,Boone County,2020,5096,41.677317,-98.014052
31013,Nebraska,NE,Box Butte County,2020,10696,42.136681,-102.905293
31015,Nebraska,NE,Boyd County,2020,1860,42.893572,-98.744948
31017,Nebraska,NE,Brown County,2020,2981,42.543087,-99.849631
31019,Nebraska,NE,Buffalo County,2020,50114,40.737755,-99.072799
31021,Nebraska,NE,Burt County,2020,6477,41.845219,-96.347845
31023,Nebraska,NE,Butler County,2020,7960,41.247435,-97.141751
31025,Nebraska,NE,Cass County,2020,26232,40.949444,-96.06362
31027,Nebraska,NE,Cedar County,2020,8414,42.576735,-97.251033
31029,Nebraska,NE,Chase County,2020,3840,40.501956,-101.625693
31031,Nebraska,NE,Cherry County,2020,5781,42.788396,-100.749297
31033,Nebraska,NE,Cheyenne County,2020,9111,41.164852,-102.982586
31035,Nebraska,NE,Clay County,2020,6216,40.547593,-98.027859
31037,Nebraska,NE,Colfax County,2020,10587,41.515593,-97.076385
31039,Nebraska,NE,Cuming County,2020,8798,41.896853,-96.758474
31041,Nebraska,NE,Custer County,2020,10626,41.400577,-99.673881
31043,Nebraska,NE,Dakota County,2020,20070,42.446881,-96.438631
31045,Nebraska,NE,Dawes County,2020,8361,42.786275,-103.066216
31047,Nebraska,NE,Dawson County,2020,23510,40.827351,-99.856811
31049,Nebraska,NE,Deuel County,2020,1793,41.090926,-102.336556
31051,Nebraska,NE,Dixon County,2020,5596,42.436803,-96.826019
31053,Nebraska,NE,Dodge County,2020,36222,41.471293,-96.528699
31055,Nebraska,NE,Douglas County,2020,574332,41.261734,-96.069734
31057,Nebraska,NE,Dundy County,2020,1671,40.089487,-101.599237
31059,Nebraska,NE,Fillmore County,2020,5519,40.541249,-97.58003
31061,Nebraska,NE,Franklin County,2020,2940,40.185986,-98.954525
31063,Nebraska,NE,Frontier County,2020,2587,40.609998,-100.398781
31065,Nebraska,NE,Furnas County,2020,4653,40.250811,-99.934157
31067,Nebraska,NE,Gage County,2020,21431,40.280867,-96.713547
31069,Nebraska,NE,Garden County,2020,1847,41.429502,-102.323908
31071,Nebraska,NE,Garfield County,2020,1956,41.803659,-99.104096
31073,Nebraska,NE,Gosper County,2020,1986,40.594433,-99.826844
31075,Nebraska,NE,Grant County,2020,630,41.969602,-101.734564
31077,Nebraska,NE,Greeley County,2020,2319,41.555312,-98.499327
31079,Nebraska,NE,Hall County,2020,61028,40.916311,-98.377837
31081,Nebraska,NE,Hamilton County,2020,9237,40.879511,-98.022958
31083,Nebraska,NE,Harlan County,2020,3311,40.14561,-99.40653
31085,Nebraska,NE,Hayes County,2020,916,40.500834,-101.049755
31087,Nebraska,NE,Hitchcock County,2020,2773,40.210971,-101.004664
31089,Nebraska,NE,Holt County,2020,9956,42.460458,-98.743996
31091,Nebraska,NE,Hooker County,2020,647,42.010664,-101.050544
31093,Nebraska,NE,Howard County,2020,6488,41.189163,-98.489627
31095,Nebraska,NE,Jefferson County,2020,7099,40.164225,-97.141674
31097,Nebraska,NE,Johnson County,2020,5057,40.401096,-96.227751
31099,Nebraska,NE,Kearney County,2020,6652,40.507239,-98.992122
31101,Nebraska,NE,Keith County,2020,7983,41.141819,-101.699822
31103,Nebraska,NE,Keya Paha County,2020,759,42.868933,-99.717371
31105,Nebraska,NE,Kimball County,2020,3495,41.231309,-103.661615
31107,Nebraska,NE,Knox County,2020,8304,42.624226,-97.782542
31109,Nebraska,NE,Lancaster County,2020,320650,40.799268,-96.671546
31111,Nebraska,NE,Lincoln County,2020,34347,41.119295,-100.789543
31113,Nebraska,NE,Logan County,2020,747,41.499175,-100.507666
31115,Nebraska,NE,Loup County,2020,650,41.832591,-99.416366
31117,Nebraska,NE,McPherson County,2020,474,41.560109,-101.005066
31119,Nebraska,NE,Madison County,2020,34813,42.006359,-97.4614
31121,Nebraska,NE,Merrick County,2020,7809,41.130779,-98.037105
31123,Nebraska,NE,Morrill County,2020,4625,41.708585,-103.163032
31125,Nebraska,NE,Nance County,2020,3532,41.404588,-97.89618
31127,Nebraska,NE,Nemaha County,2020,7044,40.401976,-95.839182
31129,Nebraska,NE,Nuckolls County,2020,4134,40.11463,-98.061835
31131,Nebraska,NE,Otoe County,2020,15965,40.670811,-96.036886
31133,Nebraska,NE,Pawnee County,2020,2601,40.133205,-96.177369
31135,Nebraska,NE,Perkins County,2020,2867,40.844892,-101.675425
31137,Nebraska,NE,Phelps County,2020,9006,40.466364,-99.40457
31139,Nebraska,NE,Pierce County,2020,7184,42.259528,-97.591721
31141,Nebraska,NE,Platte County,2020,33364,41.466973,-97.385576
31143,Nebraska,NE,Polk County,2020,5201,41.173592,-97.55666
31145,Nebraska,NE,Red Willow County,2020,10627,40.206742,-100.592097
31147,Nebraska,NE,Richardson County,2020,7791,40.099877,-95.669781
31149,Nebraska,NE,Rock County,2020,1377,42.536737,-99.499879
31151,Nebraska,NE,Saline County,2020,13987,40.57922,-97.016894
31153,Nebraska,NE,Sarpy County,2020,188856,41.152881,-96.043697
31155,Nebraska,NE,Saunders County,2020,21927,41.195379,-96.560137
31157,Nebraska,NE,Scotts Bluff County,2020,35299,41.865092,-103.680439
31159,Nebraska,NE,Seward County,2020,17186,40.875112,-97.102321
31161,Nebraska,NE,Sheridan County,2020,5150,42.70482,-102.403918
31163,Nebraska,NE,Sherman County,2020,2986,41.228648,-98.968615
31165,Nebraska,NE,Sioux County,2020,1200,42.408761,-103.832971
31167,Nebraska,NE,Stanton County,2020,5880,41.985104,-97.255124
31169,Nebraska,NE,Thayer County,2020,4887,40.178259,-97.628077
31171,Nebraska,NE,Thomas County,2020,739,41.967167,-100.565727
31173,Nebraska,NE,Thurston County,2020,7220,42.161935,-96.522451
31175,Nebraska,NE,Valley County,2020,4103,41.573673,-98.9489
31177,Nebraska,NE,Washington County,2020,20901,41.504598,-96.156622
31179,Nebraska,NE,Wayne County,2020,9492,42.223618,-97.056277
31181,Nebraska,NE,Webster County,2020,3419,40.195861,-98.486595
31183,Nebraska,NE,Wheeler County,2020,790,41.885212,-98.54539
31185,Nebraska,NE,York County,2020,13511,40.863483,-97.604993
32001,Nevada,NV,Churchill County,2020,25363,39.474491,-118.796022
32003,Nevada,NV,Clark County,2020,2315963,36.141143,-115.152944
32005,Nevada,NV,Douglas County,2020,49088,38.957442,-119.756278
32007,Nevada,NV,Elko County,2020,53006,40.856302,-115.53425
32009,Nevada,NV,Esmeralda County,2020,886,37.704407,-117.6706
32011,Nevada,NV,Eureka County,2020,2065,39.946993,-116.210708
32013,Nevada,NV,Humboldt County,2020,16962,41.017541,-117.744407
32015,Nevada,NV,Lander County,2020,5514,40.498605,-116.949449
32017,Nevada,NV,Lincoln County,2020,5159,37.710091,-114.625711
32019,Nevada,NV,Lyon County,2020,58319,39.355756,-119.327028
32021,Nevada,NV,Mineral County,2020,4518,38.601617,-118.643627
32023,Nevada,NV,Nye County,2020,48054,36.414297,-116.128463
32027,Nevada,NV,Pershing County,2020,6573,40.334659,-118.29339
32029,Nevada,NV,Storey County,2020,4207,39.389829,-119.622436
32031,Nevada,NV,Washoe County,2020,477082,39.534486,-119.793514
32033,Nevada,NV,White Pine County,2020,9466,39.278318,-114.875499
32510,Nevada,NV,Carson City,2020,56034,39.166096,-119.754081
33001,New Hampshire,NH,Belknap County,2020,61551,43.518189,-71.439602
33003,New Hampshire,NH,Carroll County,2020,49167,43.810005,-71.170059
33005,New Hampshire,NH,Cheshire County,2020,76228,42.89795,-72.260673
33007,New Hampshire,NH,Coos County,2020,31174,44.544519,-71.363677
33009,New Hampshire,NH,Grafton County,2020,90691,43.837441,-71.95679
33011,New Hampshire,NH,Hillsborough County,2020,418735,42.879415,-71.531593
33013,New Hampshire,NH,Merrimack County,2020,152622,43.244052,-71.586922
33015,New Hampshire,NH,Rockingham County,2020,311307,42.937485,-71.105712
33017,New Hampshire,NH,Strafford County,2020,131533,43.246141,-70.954408
33019,New Hampshire,NH,Sullivan County,2020,43267,43.370228,-72.256427
34001,New Jersey,NJ,Atlantic County,2020,262945,39.428155,-74.584816
34003,New Jersey,NJ,Bergen County,2020,930394,40.916919,-74.056838
34005,New Jersey,NJ,Burlington County,2020,446596,39.98374,-74.836619
34007,New Jersey,NJ,Camden County,2020,506809,39.863129,-75.026405
34009,New Jersey,NJ,Cape May County,2020,91546,39.09688,-74.806794
34011,New Jersey,NJ,Cumberland County,2020,147008,39.431713,-75.089607
34013,New Jersey,NJ,Essex County,2020,800501,40.76792,-74.216057
34015,New Jersey,NJ,Gloucester County,2020,293245,39.748758,-75.130325
34017,New Jersey,NJ,Hudson County,2020,671666,40.741644,-74.061436
34019,New Jersey,NJ,Hunterdon County,2020,124797,40.572604,-74.895967
34021,New Jersey,NJ,Mercer County,2020,367239,40.255387,-74.699442
34023,New Jersey,NJ,Middlesex County,2020,822736,40.484412,-74.388539
34025,New Jersey,NJ,Monmouth County,2020,618381,40.291181,-74.148586
34027,New Jersey,NJ,Morris County,2020,491087,40.859147,-74.50029
34029,New Jersey,NJ,Ocean County,2020,614237,39.978587,-74.215865
34031,New Jersey,NJ,Passaic County,2020,500382,40.923998,-74.189924
34033,New Jersey,NJ,Salem County,2020,62451,39.627242,-75.378239
34035,New Jersey,NJ,Somerset County,2020,329331,40.559938,-74.578372
34037,New Jersey,NJ,Sussex County,2020,140002,41.090468,-74.655394
34039,New Jersey,NJ,Union County,2020,555394,40.659355,-74.293682
34041,New Jersey,NJ,Warren County,2020,105624,40.794646,-75.014736
35001,New Mexico,NM,Bernalillo County,2020,681666,35.109459,-106.617774
35003,New Mexico,NM,Catron County,2020,3623,33.95871,-108.530725
35005,New Mexico,NM,Chaves County,2020,64711,33.365664,-104.514755
35006,New Mexico,NM,Cibola County,2020,26354,35.107008,-107.818775
35007,New Mexico,NM,Colfax County,2020,11927,36.698077,-104.655873
35009,New Mexico,NM,Curry County,2020,48793,34.421081,-103.213233
35011,New Mexico,NM,De Baca County,2020,1673,34.460688,-104.247999
35013,New Mexico,NM,Dona Ana County,2020,221262,32.24837,-106.729002
35015,New Mexico,NM,Eddy County,2020,58418,32.538148,-104.288818
35017,New Mexico,NM,Grant County,2020,27007,32.78106,-108.243231
35019,New Mexico,NM,Guadalupe County,2020,4275,34.932588,-104.764454
35021,New Mexico,NM,Harding County,2020,638,35.853043,-103.978963
35023,New Mexico,NM,Hidalgo County,2020,4106,32.286524,-108.771211
35025,New Mexico,NM,Lea County,2020,71830,32.75172,-103.190627
35027,New Mexico,NM,Lincoln County,2020,19939,33.419573,-105.631123
35028,New Mexico,NM,Los Alamos County,2020,19462,35.869176,-106.272334
35029,New Mexico,NM,Luna County,2020,23905,32.223032,-107.741903
35031,New Mexico,NM,McKinley County,2020,70824,35.513229,-108.634117
35033,New Mexico,NM,Mora County,2020,4478,36.004175,-105.237067
35035,New Mexico,NM,Otero County,2020,67967,32.778518,-105.999703
35037,New Mexico,NM,Quay County,2020,8197,35.178328,-103.662243
35039,New Mexico,NM,Rio Arriba County,2020,38521,36.203975,-106.206243
35041,New Mexico,NM,Roosevelt County,2020,18350,34.168551,-103.347538
35043,New Mexico,NM,Sandoval County,2020,148904,35.319676,-106.649293
35045,New Mexico,NM,San Juan County,2020,123312,36.723988,-108.220028
35047,New Mexico,NM,San Miguel County,2020,27144,35.576344,-105.307861
35049,New Mexico,NM,Santa Fe County,2020,151946,35.632633,-106.004688
35051,New Mexico,NM,Sierra County,2020,10867,33.106953,-107.281694
35053,New Mexico,NM,Socorro County,2020,16541,34.154885,-106.960427
35055,New Mexico,NM,Taos County,2020,32593,36.435102,-105.607861
35057,New Mexico,NM,Torrance County,2020,15486,34.870562,-106.102641
35059,New Mexico,NM,Union County,2020,4026,36.468187,-103.266172
35061,New Mexico,NM,Valencia County,2020,77574,34.755707,-106.722801
36001,New York,NY,Albany County,2020,303654,42.680588,-73.811604
36003,New York,NY,Allegany County,2020,45587,42.228677,-78.02081
36005,New York,NY,Bronx County,2020,1401142,40.849396,-73.882269
36007,New York,NY,Broome County,2020,189420,42.120759,-75.936267
36009,New York,NY,Cattaraugus County,2020,75863,42.223697,-78.608548
36011,New York,NY,Cayuga County,2020,76029,42.938915,-76.56075
36013,New York,NY,Chautauqua County,2020,126032,42.245034,-79.314818
36015,New York,NY,Chemung County,2020,82622,42.120554,-76.813822
36017,New York,NY,Chenango County,2020,46730,42.48098,-75.568785
36019,New York,NY,Clinton County,2020,79778,44.72994,-73.542832
36021,New York,NY,Columbia County,2020,59534,42.274439,-73.680325
36023,New York,NY,Cortland County,2020,47173,42.595471,-76.14622
36025,New York,NY,Delaware County,2020,43938,42.248713,-74.996154
36027,New York,NY,Dutchess County,2020,293293,41.678073,-73.841508
36029,New York,NY,Erie County,2020,917241,42.891147,-78.792721
36031,New York,NY,Essex County,2020,36891,44.168429,-73.676595
36033,New York,NY,Franklin County,2020,49965,44.717734,-74.351583
36035,New York,NY,Fulton County,2020,52812,43.058598,-74.329846
36037,New York,NY,Genesee County,2020,56994,42.998895,-78.171037
36039,New York,NY,Greene County,2020,47177,42.298258,-73.978799
36041,New York,NY,Hamilton County,2020,4345,43.612736,-74.385627
36043,New York,NY,Herkimer County,2020,60945,43.071299,-74.994893
36045,New York,NY,Jefferson County,2020,108095,44.019863,-75.894997
36047,New York,NY,Kings County,2020,2538934,40.651667,-73.954979
36049,New York,NY,Lewis County,2020,26187,43.78869,-75.449266
36051,New York,NY,Livingston County,2020,62398,42.769038,-77.762776
36053,New York,NY,Madison County,2020,70478,42.986861,-75.720113
36055,New York,NY,Monroe County,2020,740900,43.160725,-77.619018
36057,New York,NY,Montgomery County,2020,49170,42.932712,-74.344128
36059,New York,NY,Nassau County,2020,1351334,40.716432,-73.603655
36061,New York,NY,New York County,2020,1611989,40.776422,-73.967425
36063,New York,NY,Niagara County,2020,208396,43.134407,-78.851068
36065,New York,NY,Oneida County,2020,227346,43.14628,-75.356036
36067,New York,NY,Onondaga County,2020,459214,43.067977,-76.167398
36069,New York,NY,Ontario County,2020,110091,42.902314,-77.266953
36071,New York,NY,Orange County,2020,385234,41.419574,-74.239319
36073,New York,NY,Orleans County,2020,39978,43.249287,-78.22435
36075,New York,NY,Oswego County,2020,116346,43.392223,-76.311778
36077,New York,NY,Otsego County,2020,58701,42.564145,-75.06007
36079,New York,NY,Putnam County,2020,98532,41.410933,-73.718522
36081,New York,NY,Queens County,2020,2225821,40.721205,-73.834022
36083,New York,NY,Rensselaer County,2020,158108,42.699564,-73.631936
36085,New York,NY,Richmond County,2020,475327,40.58926,-74.136686
36087,New York,NY,Rockland County,2020,326225,41.127446,-74.022143
36089,New York,NY,St. Lawrence County,2020,107185,44.652828,-75.147423
36091,New York,NY,Saratoga County,2020,230298,43.00792,-73.784335
36093,New York,NY,Schenectady County,2020,155358,42.809147,-73.945252
36095,New York,NY,Schoharie County,2020,31132,42.643981,-74.435699
36097,New York,NY,Schuyler County,2020,17685,42.389252,-76.869128
36099,New York,NY,Seneca County,2020,33991,42.82851,-76.827758
36101,New York,NY,Steuben County,2020,94657,42.264824,-77.319954
36103,New York,NY,Suffolk County,2020,1474273,40.823365,-73.103062
36105,New York,NY,Sullivan County,2020,75802,41.698542,-74.698673
36107,New York,NY,Tioga County,2020,47904,42.121424,-76.298851
36109,New York,NY,Tompkins County,2020,101058,42.459082,-76.478974
36111,New York,NY,Ulster County,2020,177716,41.84175,-74.09827
36113,New York,NY,Warren County,2020,63756,43.392962,-73.711336
36115,New York,NY,Washington County,2020,60606,43.289044,-73.46072
36117,New York,NY,Wayne County,2020,89339,43.143636,-77.130245
36119,New York,NY,Westchester County,2020,965802,41.038582,-73.805449
36121,New York,NY,Wyoming County,2020,39465,42.722707,-78.209517
36123,New York,NY,Yates County,2020,24780,42.634708,-77.078184
37001,North Carolina,NC,Alamance County,2020,171346,36.071553,-79.41317
37003,North Carolina,NC,Alexander County,2020,37441,35.889332,-81.19343
37005,North Carolina,NC,Alleghany County,2020,11194,36.497648,-81.106027
37007,North Carolina,NC,Anson County,2020,24097,34.974145,-80.110833
37009,North Carolina,NC,Ashe County,2020,27166,36.413631,-81.487984
37011,North Carolina,NC,Avery County,2020,17571,36.076015,-81.939475
37013,North Carolina,NC,Beaufort County,2020,47073,35.521616,-76.961795
37015,North Carolina,NC,Bertie County,2020,18712,36.081687,-76.962762
37017,North Carolina,NC,Bladen County,2020,32911,34.609171,-78.643375
37019,North Carolina,NC,Brunswick County,2020,149039,34.041763,-78.21644
37021,North Carolina,NC,Buncombe County,2020,263477,35.585309,-82.551814
37023,North Carolina,NC,Burke County,2020,90418,35.73127,-81.641251
37025,North Carolina,NC,Cabarrus County,2020,221479,35.39566,-80.621119
37027,North Carolina,NC,Caldwell County,2020,82100,35.873003,-81.502565
37029,North Carolina,NC,Camden County,2020,10984,36.369324,-76.197856
37031,North Carolina,NC,Carteret County,2020,69558,34.744123,-76.818577
37033,North Carolina,NC,Caswell County,2020,22443,36.399936,-79.361331
37035,North Carolina,NC,Catawba County,2020,160307,35.695475,-81.245357
37037,North Carolina,NC,Chatham County,2020,75748,35.756052,-79.208318
37039,North Carolina,NC,Cherokee County,2020,29073,35.101434,-84.02252
37041,North Carolina,NC,Chowan County,2020,13815,36.117036,-76.626642
37043,North Carolina,NC,Clay County,2020,11505,35.036307,-83.805736
37045,North Carolina,NC,Cleveland County,2020,99035,35.291367,-81.515817
37047,North Carolina,NC,Columbus County,2020,54754,34.280555,-78.70686
37049,North Carolina,NC,Craven County,2020,101233,35.069162,-77.041547
37051,North Carolina,NC,Cumberland County,2020,336364,35.054571,-78.93728
37053,North Carolina,NC,Currituck County,2020,29052,36.40274,-76.016957
37055,North Carolina,NC,Dare County,2020,37547,35.920365,-75.676108
37057,North Carolina,NC,Davidson County,2020,169234,35.857903,-80.200504
37059,North Carolina,NC,Davie County,2020,43286,35.931405,-80.520369
37061,North Carolina,NC,Duplin County,2020,58794,34.928451,-77.940308
37063,North Carolina,NC,Durham County,2020,327306,35.986149,-78.901727
37065,North Carolina,NC,Edgecombe County,2020,50829,35.902356,-77.656164
37067,North Carolina,NC,Forsyth County,2020,383843,36.104612,-80.258519
37069,North Carolina,NC,Franklin County,2020,71859,36.044184,-78.354029
37071,North Carolina,NC,Gaston County,2020,226568,35.273653,-81.150831
37073,North Carolina,NC,Gates County,2020,11464,36.464579,-76.706986
37075,North Carolina,NC,Graham County,2020,8474,35.332126,-83.787125
37077,North Carolina,NC,Granville County,2020,60486,36.216539,-78.649757
37079,North Carolina,NC,Greene County,2020,20928,35.466702,-77.665172
37081,North Carolina,NC,Guilford County,2020,540521,36.066735,-79.847327
37083,North Carolina,NC,Halifax County,2020,49479,36.361431,-77.674137
37085,North Carolina,NC,Harnett County,2020,137058,35.353998,-78.867395
37087,North Carolina,NC,Haywood County,2020,62972,35.518933,-82.943119
37089,North Carolina,NC,Henderson County,2020,118445,35.34164,-82.471646
37091,North Carolina,NC,Hertford County,2020,23108,36.352236,-77.011357
37093,North Carolina,NC,Hoke County,2020,55830,34.992582,-79.170105
37095,North Carolina,NC,Hyde County,2020,4843,35.430455,-76.205343
37097,North Carolina,NC,Iredell County,2020,185770,35.694767,-80.86686
37099,North Carolina,NC,Jackson County,2020,44033,35.332904,-83.199112
37101,North Carolina,NC,Johnston County,2020,216246,35.570577,-78.419076
37103,North Carolina,NC,Jones County,2020,9250,35.030719,-77.35415
37105,North Carolina,NC,Lee County,2020,62353,35.453712,-79.17355
37107,North Carolina,NC,Lenoir County,2020,55720,35.260622,-77.633945
37109,North Carolina,NC,Lincoln County,2020,88097,35.485491,-81.162515
37111,North Carolina,NC,McDowell County,2020,45782,35.667382,-82.019897
37113,North Carolina,NC,Macon County,2020,35994,35.156852,-83.377348
37115,North Carolina,NC,Madison County,2020,21740,35.839032,-82.63613
37117,North Carolina,NC,Martin County,2020,22178,35.830326,-77.097301
37119,North Carolina,NC,Mecklenburg County,2020,1128945,35.225336,-80.819893
37121,North Carolina,NC,Mitchell County,2020,14881,35.960064,-82.114024
37123,North Carolina,NC,Montgomery County,2020,27238,35.340613,-79.892923
37125,North Carolina,NC,Moore County,2020,103352,35.237791,-79.439218
37127,North Carolina,NC,Nash County,2020,94859,35.945956,-77.925809
37129,North Carolina,NC,New Hanover County,2020,236613,34.210213,-77.878388
37131,North Carolina,NC,Northampton County,2020,19088,36.44074,-77.450181
37133,North Carolina,NC,Onslow County,2020,203943,34.734255,-77.4053
37135,North Carolina,NC,Orange County,2020,149077,35.980117,-79.082353
37137,North Carolina,NC,Pamlico County,2020,12715,35.102112,-76.782228
37139,North Carolina,NC,Pasquotank County,2020,40372,36.294075,-76.247358
37141,North Carolina,NC,Pender County,2020,64671,34.453784,-77.806757
37143,North Carolina,NC,Perquimans County,2020,13667,36.180608,-76.422898
37145,North Carolina,NC,Person County,2020,39925,36.372008,-78.970437
37147,North Carolina,NC,Pitt County,2020,182924,35.576479,-77.383369
37149,North Carolina,NC,Polk County,2020,21030,35.258429,-82.17688
37151,North Carolina,NC,Randolph County,2020,144557,35.766155,-79.829209
37153,North Carolina,NC,Richmond County,2020,44332,34.942669,-79.735374
37155,North Carolina,NC,Robeson County,2020,129999,34.677173,-79.091799
37157,North Carolina,NC,Rockingham County,2020,91285,36.40032,-79.773427
37159,North Carolina,NC,Rowan County,2020,142495,35.620921,-80.522827
37161,North Carolina,NC,Rutherford County,2020,67076,35.350768,-81.897904
37163,North Carolina,NC,Sampson County,2020,63382,35.036714,-78.397642
37165,North Carolina,NC,Scotland County,2020,34637,34.785744,-79.473955
37167,North Carolina,NC,Stanly County,2020,63239,35.320568,-80.251871
37169,North Carolina,NC,Stokes County,2020,45743,36.349477,-80.275211
37171,North Carolina,NC,Surry County,2020,71683,36.431131,-80.657158
37173,North Carolina,NC,Swain County,2020,14179,35.437815,-83.411955
37175,North Carolina,NC,Transylvania County,2020,34498,35.210116,-82.743043
37177,North Carolina,NC,Tyrrell County,2020,3774,35.895303,-76.24254
37179,North Carolina,NC,Union County,2020,244562,35.012491,-80.631939
37181,North Carolina,NC,Vance County,2020,44718,36.332774,-78.402973
37183,North Carolina,NC,Wake County,2020,1132271,35.795348,-78.679901
37185,North Carolina,NC,Warren County,2020,19522,36.411308,-78.134448
37187,North Carolina,NC,Washington County,2020,11485,35.863225,-76.651677
37189,North Carolina,NC,Watauga County,2020,56441,36.218187,-81.686019
37191,North Carolina,NC,Wayne County,2020,123967,35.372889,-77.98666
37193,North Carolina,NC,Wilkes County,2020,68043,36.191878,-81.133671
37195,North Carolina,NC,Wilson County,2020,81979,35.727694,-77.93378
37197,North Carolina,NC,Yadkin County,2020,37625,36.164015,-80.673975
37199,North Carolina,NC,Yancey County,2020,18099,35.910934,-82.294651
38001,North Dakota,ND,Adams County,2020,2188,46.035875,-102.621863
38003,North Dakota,ND,Barnes County,2020,10402,46.926891,-98.030457
38005,North Dakota,ND,Benson County,2020,6762,48.022233,-99.149347
38007,North Dakota,ND,Billings County,2020,890,47.003377,-103.306108
38009,North Dakota,ND,Bottineau County,2020,6287,48.818996,-100.634872
38011,North Dakota,ND,Bowman County,2020,2986,46.171008,-103.389771
38013,North Dakota,ND,Burke County,2020,2118,48.760535,-102.539113
