scenario,region,subRegion,param,xLabel,x,vintage,units,value
"rcp85hotter_ssp5,date=2024-3-6T20:01:59+17:00",USA,AZ,elecFinalBySecTWh,Year,2070,Vint_2070,Final Electricity by Sector (TWh),217.88429677976035
"rcp85hotter_ssp5,date=2024-3-6T20:01:59+17:00",USA,AZ,elecFinalBySecTWh,Year,2075,Vint_2075,Final Electricity by Sector (TWh),230.71787724982127
"rcp85hotter_ssp5,date=2024-3-6T20:01:59+17:00",USA,AZ,elecFinalBySecTWh,Year,2080,Vint_2080,Final Electricity by Sector (TWh),245.7484628855639
"rcp85hotter_ssp5,date=2024-3-6T20:01:59+17:00",USA,AZ,elecFinalBySecTWh,Year,2085,Vint_2085,Final Electricity by Sector (TWh),259.50567601669485
"rcp85hotter_ssp5,date=2024-3-6T20:01:59+17:00",USA,AZ,elecFinalBySecTWh,Year,2090,Vint_2090,Final Electricity by Sector (TWh),269.6240731240858
"rcp85hotter_ssp5,date=2024-3-6T20:01:59+17:00",USA,AZ,elecFinalBySecTWh,Year,2095,Vint_2095,Final Electricity by Sector (TWh),284.9120488956722
"rcp85hotter_ssp5,date=2024-3-6T20:01:59+17:00",USA,AZ,elecFinalBySecTWh,Year,2100,Vint_2100,Final Electricity by Sector (TWh),298.3120074731216
"rcp85hotter_ssp5,date=2024-3-6T20:01:59+17:00",USA,CA,elecFinalBySecTWh,Year,1975,Vint_1975,Final Electricity by Sector (TWh),51.11200333611152
"rcp85hotter_ssp5,date=2024-3-6T20:01:59+17:00",USA,CA,elecFinalBySecTWh,Year,1990,Vint_1990,Final Electricity by Sector (TWh),234.88813119194631
"rcp85hotter_ssp5,date=2024-3-6T20:01:59+17:00",USA,CA,elecFinalBySecTWh,Year,2005,Vint_2005,Final Electricity by Sector (TWh),284.0819686913911
"rcp85hotter_ssp5,date=2024-3-6T20:01:59+17:00",USA,CA,elecFinalBySecTWh,Year,2010,Vint_2010,Final Electricity by Sector (TWh),285.70705183305785
"rcp85hotter_ssp5,date=2024-3-6T20:01:59+17:00",USA,CA,elecFinalBySecTWh,Year,2015,Vint_2015,Final Electricity by Sector (TWh),285.66206826750226
"rcp85hotter_ssp5,date=2024-3-6T20:01:59+17:00",USA,CA,elecFinalBySecTWh,Year,2020,Vint_2020,Final Electricity by Sector (TWh),334.5944109930582
"rcp85hotter_ssp5,date=2024-3-6T20:01:59+17:00",USA,CA,elecFinalBySecTWh,Year,2025,Vint_2025,Final Electricity by Sector (TWh),357.31022473097505
"rcp85hotter_ssp5,date=2024-3-6T20:01:59+17:00",USA,CA,elecFinalBySecTWh,Year,2030,Vint_2030,Final Electricity by Sector (TWh),380.38025079734746
"rcp85hotter_ssp5,date=2024-3-6T20:01:59+17:00",USA,CA,elecFinalBySecTWh,Year,2035,Vint_2035,Final Electricity by Sector (TWh),395.99232122614205
"rcp85hotter_ssp5,date=2024-3-6T20:01:59+17:00",USA,CA,elecFinalBySecTWh,Year,2040,Vint_2040,Final Electricity by Sector (TWh),419.8706383035755
"rcp85hotter_ssp5,date=2024-3-6T20:01:59+17:00",USA,CA,elecFinalBySecTWh,Year,2045,Vint_2045,Final Electricity by Sector (TWh),440.00170694767877
"rcp85hotter_ssp5,date=2024-3-6T20:01:59+17:00",USA,CA,elecFinalBySecTWh,Year,2050,Vint_2050,Final Electricity by Sector (TWh),468.7185443853898
"rcp85hotter_ssp5,date=2024-3-6T20:01:59+17:00",USA,CA,elecFinalBySecTWh,Year,2055,Vint_2055,Final Electricity by Sector (TWh),495.35862278802057
"rcp85hotter_ssp5,date=2024-3-6T20:01:59+17:00",USA,CA,elecFinalBySecTWh,Year,2060,Vint_2060,Final Electricity by Sector (TWh),524.4355533988542
"rcp85hotter_ssp5,date=2024-3-6T20:01:59+17:00",USA,CA,elecFinalBySecTWh,Year,2065,Vint_2065,Final Electricity by Sector (TWh),568.2827566662062
"rcp85hotter_ssp5,date=2024-3-6T20:01:59+17:00",USA,CA,elecFinalBySecTWh,Year,2070,Vint_2070,Final Electricity by Sector (TWh),600.7415948880454
"rcp85hotter_ssp5,date=2024-3-6T20:01:59+17:00",USA,CA,elecFinalBySecTWh,Year,2075,Vint_2075,Final Electricity by Sector (TWh),628.3274194620378
