County_FIPS,Year,Population
1081,2019,166831
1081,2020,166831
1081,2021,166831
1081,2022,166831
1081,2023,166831
1081,2024,166831
1081,2025,166831
1081,2026,166831
1081,2027,166831
1081,2028,166831
1081,2029,166831
1081,2030,166831
1081,2031,166831
1081,2032,166831
1081,2033,166831
1081,2034,166831
1081,2035,166831
1081,2036,166831
1081,2037,166831
1081,2038,166831
1081,2039,166831
1081,2040,166831
1081,2041,166831
1081,2042,166831
1081,2043,166831
1081,2044,166831
1081,2045,166831
1081,2046,166831
1081,2047,166831
1081,2048,166831
1081,2049,166831
1081,2050,166831
1081,2051,166831
1081,2052,166831
1081,2053,166831
1081,2054,166831
1081,2055,166831
1081,2056,166831
1081,2057,166831
1081,2058,166831
1081,2059,166831
1081,2060,166831
1081,2061,166831
1081,2062,166831
1081,2063,166831
1081,2064,166831
1081,2065,166831
1081,2066,166831
1081,2067,166831
1081,2068,166831
1081,2069,166831
1081,2070,166831
1081,2071,166831
1081,2072,166831
1081,2073,166831
1081,2074,166831
1081,2075,166831
1081,2076,166831
1081,2077,166831
1081,2078,166831
1081,2079,166831
1081,2080,166831
1081,2081,166831
1081,2082,166831
1081,2083,166831
1081,2084,166831
1081,2085,166831
1081,2086,166831
1081,2087,166831
1081,2088,166831
1081,2089,166831
1081,2090,166831
1081,2091,166831
1081,2092,166831
1081,2093,166831
1081,2094,166831
1081,2095,166831
1081,2096,166831
1081,2097,166831
1081,2098,166831
1081,2099,166831
1083,2000,102228
1083,2001,102228
1083,2002,102228
1083,2003,102228
1083,2004,102228
1083,2005,102228
1083,2006,102228
1083,2007,102228
1083,2008,102228
1083,2009,102228
1083,2010,102228
1083,2011,102228
1083,2012,102228
1083,2013,102228
1083,2014,102228
1083,2015,102228
1083,2016,102228
1083,2017,102228
1083,2018,102228
1083,2019,102228
1083,2020,102228
1083,2021,102228
1083,2022,102228
1083,2023,102228
1083,2024,102228
1083,2025,102228
1083,2026,102228
1083,2027,102228
1083,2028,102228
1083,2029,102228
1083,2030,102228
1083,2031,102228
1083,2032,102228
1083,2033,102228
1083,2034,102228
1083,2035,102228
1083,2036,102228
1083,2037,102228
1083,2038,102228
1083,2039,102228
1083,2040,102228
1083,2041,102228
1083,2042,102228
1083,2043,102228
1083,2044,102228
1083,2045,102228
1083,2046,102228
1083,2047,102228
1083,2048,102228
1083,2049,102228
1083,2050,102228
1083,2051,102228
1083,2052,102228
1083,2053,102228
1083,2054,102228
1083,2055,102228
1083,2056,102228
1083,2057,102228
1083,2058,102228
1083,2059,102228
1083,2060,102228
1083,2061,102228
1083,2062,102228
1083,2063,102228
1083,2064,102228
1083,2065,102228
1083,2066,102228
1083,2067,102228
1083,2068,102228
1083,2069,102228
1083,2070,102228
1083,2071,102228
1083,2072,102228
1083,2073,102228
1083,2074,102228
1083,2075,102228
1083,2076,102228
1083,2077,102228
1083,2078,102228
1083,2079,102228
1083,2080,102228
1083,2081,102228
1083,2082,102228
1083,2083,102228
1083,2084,102228
1083,2085,102228
1083,2086,102228
1083,2087,102228
1083,2088,102228
1083,2089,102228
1083,2090,102228
1083,2091,102228
1083,2092,102228
1083,2093,102228
1083,2094,102228
1083,2095,102228
1083,2096,102228
1083,2097,102228
1083,2098,102228
1083,2099,102228
1085,2000,9641
1085,2001,9641
1085,2002,9641
1085,2003,9641
1085,2004,9641
1085,2005,9641
1085,2006,9641
1085,2007,9641
1085,2008,9641
1085,2009,9641
1085,2010,9641
1085,2011,9641
1085,2012,9641
1085,2013,9641
1085,2014,9641
1085,2015,9641
1085,2016,9641
1085,2017,9641
1085,2018,9641
1085,2019,9641
1085,2020,9641
1085,2021,9641
1085,2022,9641
1085,2023,9641
1085,2024,9641
1085,2025,9641
1085,2026,9641
1085,2027,9641
1085,2028,9641
1085,2029,9641
1085,2030,9641
1085,2031,9641
1085,2032,9641
1085,2033,9641
1085,2034,9641
1085,2035,9641
1085,2036,9641
1085,2037,9641
1085,2038,9641
1085,2039,9641
1085,2040,9641
1085,2041,9641
1085,2042,9641
1085,2043,9641
1085,2044,9641
1085,2045,9641
1085,2046,9641
1085,2047,9641
1085,2048,9641
1085,2049,9641
1085,2050,9641
1085,2051,9641
1085,2052,9641
1085,2053,9641
1085,2054,9641
1085,2055,9641
1085,2056,9641
1085,2057,9641
1085,2058,9641
1085,2059,9641
1085,2060,9641
1085,2061,9641
1085,2062,9641
1085,2063,9641
1085,2064,9641
1085,2065,9641
1085,2066,9641
1085,2067,9641
1085,2068,9641
1085,2069,9641
1085,2070,9641
1085,2071,9641
1085,2072,9641
1085,2073,9641
1085,2074,9641
1085,2075,9641
1085,2076,9641
1085,2077,9641
1085,2078,9641
1085,2079,9641
1085,2080,9641
1085,2081,9641
1085,2082,9641
1085,2083,9641
1085,2084,9641
1085,2085,9641
1085,2086,9641
1085,2087,9641
1085,2088,9641
1085,2089,9641
1085,2090,9641
1085,2091,9641
1085,2092,9641
1085,2093,9641
1085,2094,9641
1085,2095,9641
1085,2096,9641
1085,2097,9641
1085,2098,9641
1085,2099,9641
1087,2000,17895
1087,2001,17895
1087,2002,17895
1087,2003,17895
1087,2004,17895
1087,2005,17895
1087,2006,17895
1087,2007,17895
1087,2008,17895
1087,2009,17895
1087,2010,17895
1087,2011,17895
1087,2012,17895
1087,2013,17895
1087,2014,17895
1087,2015,17895
1087,2016,17895
1087,2017,17895
1087,2018,17895
1087,2019,17895
1087,2020,17895
1087,2021,17895
1087,2022,17895
1087,2023,17895
1087,2024,17895
1087,2025,17895
1087,2026,17895
1087,2027,17895
1087,2028,17895
1087,2029,17895
1087,2030,17895
1087,2031,17895
1087,2032,17895
1087,2033,17895
1087,2034,17895
1087,2035,17895
1087,2036,17895
1087,2037,17895
1087,2038,17895
1087,2039,17895
1087,2040,17895
1087,2041,17895
1087,2042,17895
1087,2043,17895
1087,2044,17895
1087,2045,17895
1087,2046,17895
1087,2047,17895
1087,2048,17895
1087,2049,17895
1087,2050,17895
1087,2051,17895
1087,2052,17895
1087,2053,17895
1087,2054,17895
1087,2055,17895
1087,2056,17895
1087,2057,17895
1087,2058,17895
1087,2059,17895
1087,2060,17895
1087,2061,17895
1087,2062,17895
1087,2063,17895
1087,2064,17895
1087,2065,17895
1087,2066,17895
1087,2067,17895
1087,2068,17895
1087,2069,17895
1087,2070,17895
1087,2071,17895
1087,2072,17895
1087,2073,17895
1087,2074,17895
1087,2075,17895
1087,2076,17895
1087,2077,17895
1087,2078,17895
1087,2079,17895
1087,2080,17895
1087,2081,17895
1087,2082,17895
1087,2083,17895
1087,2084,17895
1087,2085,17895
1087,2086,17895
1087,2087,17895
1087,2088,17895
1087,2089,17895
1087,2090,17895
1087,2091,17895
1087,2092,17895
1087,2093,17895
1087,2094,17895
1087,2095,17895
1087,2096,17895
1087,2097,17895
1087,2098,17895
1087,2099,17895
1089,2000,379453
1089,2001,379453
1089,2002,379453
1089,2003,379453
1089,2004,379453
1089,2005,379453
1089,2006,379453
1089,2007,379453
1089,2008,379453
1089,2009,379453
1089,2010,379453
1089,2011,379453
1089,2012,379453
1089,2013,379453
1089,2014,379453
1089,2015,379453
1089,2016,379453
1089,2017,379453
1089,2018,379453
1089,2019,379453
1089,2020,379453
1089,2021,379453
1089,2022,379453
1089,2023,379453
1089,2024,379453
1089,2025,379453
1089,2026,379453
1089,2027,379453
1089,2028,379453
1089,2029,379453
1089,2030,379453
1089,2031,379453
1089,2032,379453
1089,2033,379453
1089,2034,379453
1089,2035,379453
1089,2036,379453
1089,2037,379453
1089,2038,379453
1089,2039,379453
1089,2040,379453
1089,2041,379453
1089,2042,379453
1089,2043,379453
1089,2044,379453
1089,2045,379453
1089,2046,379453
1089,2047,379453
1089,2048,379453
1089,2049,379453
1089,2050,379453
1089,2051,379453
1089,2052,379453
1089,2053,379453
1089,2054,379453
1089,2055,379453
1089,2056,379453
1089,2057,379453
1089,2058,379453
1089,2059,379453
1089,2060,379453
1089,2061,379453
1089,2062,379453
1089,2063,379453
1089,2064,379453
1089,2065,379453
1089,2066,379453
1089,2067,379453
1089,2068,379453
1089,2069,379453
1089,2070,379453
1089,2071,379453
1089,2072,379453
1089,2073,379453
1089,2074,379453
1089,2075,379453
1089,2076,379453
1089,2077,379453
1089,2078,379453
1089,2079,379453
1089,2080,379453
1089,2081,379453
1089,2082,379453
1089,2083,379453
1089,2084,379453
1089,2085,379453
1089,2086,379453
1089,2087,379453
1089,2088,379453
1089,2089,379453
1089,2090,379453
1089,2091,379453
1089,2092,379453
1089,2093,379453
1089,2094,379453
1089,2095,379453
1089,2096,379453
1089,2097,379453
1089,2098,379453
1089,2099,379453
1091,2000,18733
1091,2001,18733
1091,2002,18733
1091,2003,18733
1091,2004,18733
1091,2005,18733
1091,2006,18733
1091,2007,18733
1091,2008,18733
1091,2009,18733
1091,2010,18733
1091,2011,18733
1091,2012,18733
1091,2013,18733
1091,2014,18733
1091,2015,18733
1091,2016,18733
1091,2017,18733
1091,2018,18733
1091,2019,18733
1091,2020,18733
1091,2021,18733
1091,2022,18733
1091,2023,18733
1091,2024,18733
1091,2025,18733
1091,2026,18733
1091,2027,18733
1091,2028,18733
1091,2029,18733
1091,2030,18733
1091,2031,18733
1091,2032,18733
1091,2033,18733
1091,2034,18733
1091,2035,18733
1091,2036,18733
1091,2037,18733
1091,2038,18733
1091,2039,18733
1091,2040,18733
1091,2041,18733
1091,2042,18733
1091,2043,18733
1091,2044,18733
1091,2045,18733
1091,2046,18733
1091,2047,18733
1091,2048,18733
1091,2049,18733
1091,2050,18733
1091,2051,18733
1091,2052,18733
1091,2053,18733
1091,2054,18733
1091,2055,18733
1091,2056,18733
1091,2057,18733
1091,2058,18733
1091,2059,18733
1091,2060,18733
1091,2061,18733
1091,2062,18733
1091,2063,18733
1091,2064,18733
1091,2065,18733
1091,2066,18733
1091,2067,18733
1091,2068,18733
1091,2069,18733
1091,2070,18733
1091,2071,18733
1091,2072,18733
1091,2073,18733
1091,2074,18733
1091,2075,18733
1091,2076,18733
1091,2077,18733
1091,2078,18733
1091,2079,18733
1091,2080,18733
1091,2081,18733
1091,2082,18733
1091,2083,18733
1091,2084,18733
1091,2085,18733
1091,2086,18733
1091,2087,18733
1091,2088,18733
1091,2089,18733
1091,2090,18733
1091,2091,18733
1091,2092,18733
1091,2093,18733
1091,2094,18733
1091,2095,18733
1091,2096,18733
1091,2097,18733
1091,2098,18733
1091,2099,18733
1093,2000,29703
1093,2001,29703
1093,2002,29703
1093,2003,29703
1093,2004,29703
1093,2005,29703
1093,2006,29703
1093,2007,29703
1093,2008,29703
1093,2009,29703
1093,2010,29703
1093,2011,29703
1093,2012,29703
1093,2013,29703
1093,2014,29703
1093,2015,29703
1093,2016,29703
1093,2017,29703
1093,2018,29703
1093,2019,29703
1093,2020,29703
1093,2021,29703
1093,2022,29703
1093,2023,29703
1093,2024,29703
1093,2025,29703
1093,2026,29703
1093,2027,29703
1093,2028,29703
1093,2029,29703
1093,2030,29703
1093,2031,29703
1093,2032,29703
1093,2033,29703
1093,2034,29703
1093,2035,29703
1093,2036,29703
1093,2037,29703
1093,2038,29703
1093,2039,29703
1093,2040,29703
1093,2041,29703
1093,2042,29703
1093,2043,29703
1093,2044,29703
1093,2045,29703
1093,2046,29703
1093,2047,29703
1093,2048,29703
1093,2049,29703
1093,2050,29703
1093,2051,29703
1093,2052,29703
1093,2053,29703
1093,2054,29703
1093,2055,29703
1093,2056,29703
1093,2057,29703
1093,2058,29703
1093,2059,29703
1093,2060,29703
1093,2061,29703
1093,2062,29703
1093,2063,29703
1093,2064,29703
1093,2065,29703
1093,2066,29703
1093,2067,29703
1093,2068,29703
1093,2069,29703
1093,2070,29703
1093,2071,29703
1093,2072,29703
1093,2073,29703
1093,2074,29703
1093,2075,29703
1093,2076,29703
1093,2077,29703
1093,2078,29703
1093,2079,29703
1093,2080,29703
1093,2081,29703
1093,2082,29703
1093,2083,29703
1093,2084,29703
1093,2085,29703
1093,2086,29703
1093,2087,29703
1093,2088,29703
1093,2089,29703
1093,2090,29703
1093,2091,29703
1093,2092,29703
1093,2093,29703
1093,2094,29703
1093,2095,29703
1093,2096,29703
1093,2097,29703
1093,2098,29703
1093,2099,29703
1095,2000,96990
1095,2001,96990
1095,2002,96990
1095,2003,96990
1095,2004,96990
1095,2005,96990
1095,2006,96990
1095,2007,96990
1095,2008,96990
1095,2009,96990
1095,2010,96990
1095,2011,96990
1095,2012,96990
1095,2013,96990
1095,2014,96990
1095,2015,96990
1095,2016,96990
1095,2017,96990
1095,2018,96990
1095,2019,96990
1095,2020,96990
1095,2021,96990
1095,2022,96990
1095,2023,96990
1095,2024,96990
1095,2025,96990
1095,2026,96990
1095,2027,96990
1095,2028,96990
1095,2029,96990
1095,2030,96990
1095,2031,96990
1095,2032,96990
1095,2033,96990
1095,2034,96990
1095,2035,96990
1095,2036,96990
1095,2037,96990
1095,2038,96990
1095,2039,96990
1095,2040,96990
1095,2041,96990
1095,2042,96990
1095,2043,96990
1095,2044,96990
1095,2045,96990
1095,2046,96990
1095,2047,96990
1095,2048,96990
1095,2049,96990
1095,2050,96990
1095,2051,96990
1095,2052,96990
1095,2053,96990
1095,2054,96990
1095,2055,96990
1095,2056,96990
1095,2057,96990
1095,2058,96990
1095,2059,96990
1095,2060,96990
1095,2061,96990
1095,2062,96990
1095,2063,96990
1095,2064,96990
1095,2065,96990
1095,2066,96990
1095,2067,96990
1095,2068,96990
1095,2069,96990
1095,2070,96990
1095,2071,96990
1095,2072,96990
1095,2073,96990
1095,2074,96990
1095,2075,96990
1095,2076,96990
1095,2077,96990
1095,2078,96990
1095,2079,96990
1095,2080,96990
1095,2081,96990
1095,2082,96990
1095,2083,96990
1095,2084,96990
1095,2085,96990
1095,2086,96990
1095,2087,96990
1095,2088,96990
1095,2089,96990
1095,2090,96990
1095,2091,96990
1095,2092,96990
1095,2093,96990
1095,2094,96990
1095,2095,96990
1095,2096,96990
1095,2097,96990
1095,2098,96990
1095,2099,96990
1097,2000,412716
1097,2001,412716
1097,2002,412716
1097,2003,412716
1097,2004,412716
1097,2005,412716
1097,2006,412716
1097,2007,412716
1097,2008,412716
1097,2009,412716
1097,2010,412716
1097,2011,412716
1097,2012,412716
1097,2013,412716
1097,2014,412716
1097,2015,412716
1097,2016,412716
1097,2017,412716
1097,2018,412716
1097,2019,412716
1097,2020,412716
1097,2021,412716
1097,2022,412716
1097,2023,412716
1097,2024,412716
1097,2025,412716
1097,2026,412716
1097,2027,412716
1097,2028,412716
1097,2029,412716
1097,2030,412716
1097,2031,412716
1097,2032,412716
1097,2033,412716
1097,2034,412716
1097,2035,412716
1097,2036,412716
1097,2037,412716
1097,2038,412716
1097,2039,412716
1097,2040,412716
1097,2041,412716
1097,2042,412716
1097,2043,412716
1097,2044,412716
1097,2045,412716
1097,2046,412716
1097,2047,412716
1097,2048,412716
1097,2049,412716
1097,2050,412716
1097,2051,412716
1097,2052,412716
1097,2053,412716
1097,2054,412716
1097,2055,412716
1097,2056,412716
1097,2057,412716
1097,2058,412716
1097,2059,412716
1097,2060,412716
1097,2061,412716
1097,2062,412716
1097,2063,412716
1097,2064,412716
1097,2065,412716
1097,2066,412716
1097,2067,412716
1097,2068,412716
1097,2069,412716
1097,2070,412716
1097,2071,412716
1097,2072,412716
1097,2073,412716
1097,2074,412716
1097,2075,412716
1097,2076,412716
1097,2077,412716
1097,2078,412716
1097,2079,412716
1097,2080,412716
1097,2081,412716
1097,2082,412716
1097,2083,412716
1097,2084,412716
1097,2085,412716
1097,2086,412716
1097,2087,412716
1097,2088,412716
1097,2089,412716
1097,2090,412716
1097,2091,412716
1097,2092,412716
1097,2093,412716
1097,2094,412716
1097,2095,412716
1097,2096,412716
1097,2097,412716
1097,2098,412716
1097,2099,412716
1099,2000,20459
1099,2001,20459
1099,2002,20459
1099,2003,20459
1099,2004,20459
1099,2005,20459
1099,2006,20459
1099,2007,20459
1099,2008,20459
1099,2009,20459
1099,2010,20459
1099,2011,20459
1099,2012,20459
1099,2013,20459
1099,2014,20459
1099,2015,20459
1099,2016,20459
1099,2017,20459
1099,2018,20459
1099,2019,20459
1099,2020,20459
1099,2021,20459
1099,2022,20459
1099,2023,20459
1099,2024,20459
1099,2025,20459
1099,2026,20459
1099,2027,20459
1099,2028,20459
1099,2029,20459
1099,2030,20459
1099,2031,20459
1099,2032,20459
1099,2033,20459
1099,2034,20459
1099,2035,20459
1099,2036,20459
1099,2037,20459
1099,2038,20459
1099,2039,20459
1099,2040,20459
1099,2041,20459
1099,2042,20459
1099,2043,20459
1099,2044,20459
1099,2045,20459
1099,2046,20459
1099,2047,20459
1099,2048,20459
1099,2049,20459
1099,2050,20459
1099,2051,20459
1099,2052,20459
1099,2053,20459
1099,2054,20459
1099,2055,20459
1099,2056,20459
1099,2057,20459
1099,2058,20459
1099,2059,20459
1099,2060,20459
1099,2061,20459
1099,2062,20459
1099,2063,20459
1099,2064,20459
1099,2065,20459
1099,2066,20459
1099,2067,20459
1099,2068,20459
1099,2069,20459
1099,2070,20459
1099,2071,20459
1099,2072,20459
1099,2073,20459
1099,2074,20459
1099,2075,20459
1099,2076,20459
1099,2077,20459
1099,2078,20459
1099,2079,20459
1099,2080,20459
1099,2081,20459
1099,2082,20459
1099,2083,20459
1099,2084,20459
1099,2085,20459
1099,2086,20459
1099,2087,20459
1099,2088,20459
1099,2089,20459
1099,2090,20459
1099,2091,20459
1099,2092,20459
1099,2093,20459
1099,2094,20459
1099,2095,20459
1099,2096,20459
1099,2097,20459
1099,2098,20459
1099,2099,20459
1101,2000,224639
1101,2001,224639
1101,2002,224639
1101,2003,224639
1101,2004,224639
1101,2005,224639
1101,2006,224639
1101,2007,224639
1101,2008,224639
1101,2009,224639
1101,2010,224639
1101,2011,224639
1101,2012,224639
1101,2013,224639
1101,2014,224639
1101,2015,224639
1101,2016,224639
1101,2017,224639
1101,2018,224639
1101,2019,224639
1101,2020,224639
1101,2021,224639
1101,2022,224639
1101,2023,224639
1101,2024,224639
1101,2025,224639
1101,2026,224639
1101,2027,224639
1101,2028,224639
1101,2029,224639
1101,2030,224639
1101,2031,224639
1101,2032,224639
1101,2033,224639
1101,2034,224639
1101,2035,224639
1101,2036,224639
1101,2037,224639
1101,2038,224639
1101,2039,224639
1101,2040,224639
1101,2041,224639
1101,2042,224639
1101,2043,224639
1101,2044,224639
1101,2045,224639
1101,2046,224639
1101,2047,224639
1101,2048,224639
1101,2049,224639
1101,2050,224639
1101,2051,224639
1101,2052,224639
1101,2053,224639
1101,2054,224639
1101,2055,224639
1101,2056,224639
1101,2057,224639
1101,2058,224639
1101,2059,224639
1101,2060,224639
1101,2061,224639
1101,2062,224639
1101,2063,224639
1101,2064,224639
1101,2065,224639
1101,2066,224639
1101,2067,224639
1101,2068,224639
1101,2069,224639
1101,2070,224639
1101,2071,224639
1101,2072,224639
1101,2073,224639
1101,2074,224639
1101,2075,224639
1101,2076,224639
1101,2077,224639
1101,2078,224639
1101,2079,224639
1101,2080,224639
1101,2081,224639
1101,2082,224639
1101,2083,224639
1101,2084,224639
1101,2085,224639
1101,2086,224639
1101,2087,224639
1101,2088,224639
1101,2089,224639
1101,2090,224639
1101,2091,224639
1101,2092,224639
1101,2093,224639
1101,2094,224639
1101,2095,224639
1101,2096,224639
1101,2097,224639
1101,2098,224639
1101,2099,224639
1103,2000,119883
1103,2001,119883
1103,2002,119883
1103,2003,119883
1103,2004,119883
1103,2005,119883
1103,2006,119883
1103,2007,119883
1103,2008,119883
1103,2009,119883
1103,2010,119883
1103,2011,119883
1103,2012,119883
1103,2013,119883
1103,2014,119883
1103,2015,119883
1103,2016,119883
1103,2017,119883
1103,2018,119883
1103,2019,119883
1103,2020,119883
1103,2021,119883
1103,2022,119883
1103,2023,119883
1103,2024,119883
1103,2025,119883
1103,2026,119883
1103,2027,119883
1103,2028,119883
1103,2029,119883
1103,2030,119883
1103,2031,119883
1103,2032,119883
1103,2033,119883
1103,2034,119883
1103,2035,119883
1103,2036,119883
1103,2037,119883
1103,2038,119883
1103,2039,119883
1103,2040,119883
1103,2041,119883
1103,2042,119883
1103,2043,119883
1103,2044,119883
1103,2045,119883
1103,2046,119883
1103,2047,119883
1103,2048,119883
1103,2049,119883
1103,2050,119883
1103,2051,119883
1103,2052,119883
1103,2053,119883
1103,2054,119883
1103,2055,119883
1103,2056,119883
1103,2057,119883
1103,2058,119883
1103,2059,119883
1103,2060,119883
1103,2061,119883
1103,2062,119883
1103,2063,119883
1103,2064,119883
1103,2065,119883
1103,2066,119883
1103,2067,119883
1103,2068,119883
1103,2069,119883
1103,2070,119883
1103,2071,119883
1103,2072,119883
1103,2073,119883
1103,2074,119883
1103,2075,119883
1103,2076,119883
1103,2077,119883
1103,2078,119883
1103,2079,119883
1103,2080,119883
1103,2081,119883
1103,2082,119883
1103,2083,119883
1103,2084,119883
1103,2085,119883
1103,2086,119883
1103,2087,119883
1103,2088,119883
1103,2089,119883
1103,2090,119883
1103,2091,119883
1103,2092,119883
1103,2093,119883
1103,2094,119883
1103,2095,119883
1103,2096,119883
1103,2097,119883
1103,2098,119883
1103,2099,119883
1105,2000,8687
1105,2001,8687
1105,2002,8687
1105,2003,8687
1105,2004,8687
1105,2005,8687
1105,2006,8687
1105,2007,8687
1105,2008,8687
1105,2009,8687
1105,2010,8687
1105,2011,8687
1105,2012,8687
1105,2013,8687
1105,2014,8687
1105,2015,8687
1105,2016,8687
1105,2017,8687
1105,2018,8687
1105,2019,8687
1105,2020,8687
1105,2021,8687
1105,2022,8687
1105,2023,8687
1105,2024,8687
1105,2025,8687
1105,2026,8687
1105,2027,8687
1105,2028,8687
1105,2029,8687
1105,2030,8687
1105,2031,8687
1105,2032,8687
1105,2033,8687
1105,2034,8687
1105,2035,8687
1105,2036,8687
1105,2037,8687
1105,2038,8687
1105,2039,8687
1105,2040,8687
1105,2041,8687
1105,2042,8687
1105,2043,8687
1105,2044,8687
1105,2045,8687
1105,2046,8687
1105,2047,8687
1105,2048,8687
1105,2049,8687
1105,2050,8687
1105,2051,8687
1105,2052,8687
1105,2053,8687
1105,2054,8687
1105,2055,8687
1105,2056,8687
1105,2057,8687
1105,2058,8687
1105,2059,8687
1105,2060,8687
1105,2061,8687
1105,2062,8687
1105,2063,8687
1105,2064,8687
1105,2065,8687
1105,2066,8687
1105,2067,8687
1105,2068,8687
1105,2069,8687
1105,2070,8687
1105,2071,8687
1105,2072,8687
1105,2073,8687
1105,2074,8687
1105,2075,8687
1105,2076,8687
1105,2077,8687
1105,2078,8687
1105,2079,8687
1105,2080,8687
1105,2081,8687
1105,2082,8687
1105,2083,8687
1105,2084,8687
1105,2085,8687
1105,2086,8687
1105,2087,8687
1105,2088,8687
1105,2089,8687
1105,2090,8687
1105,2091,8687
1105,2092,8687
1105,2093,8687
1105,2094,8687
1105,2095,8687
1105,2096,8687
1105,2097,8687
1105,2098,8687
1105,2099,8687
1107,2000,19793
1107,2001,19793
1107,2002,19793
1107,2003,19793
1107,2004,19793
1107,2005,19793
1107,2006,19793
1107,2007,19793
1107,2008,19793
1107,2009,19793
1107,2010,19793
1107,2011,19793
1107,2012,19793
1107,2013,19793
1107,2014,19793
1107,2015,19793
1107,2016,19793
1107,2017,19793
1107,2018,19793
1107,2019,19793
1107,2020,19793
1107,2021,19793
1107,2022,19793
1107,2023,19793
1107,2024,19793
1107,2025,19793
1107,2026,19793
1107,2027,19793
1107,2028,19793
1107,2029,19793
1107,2030,19793
1107,2031,19793
1107,2032,19793
1107,2033,19793
1107,2034,19793
1107,2035,19793
1107,2036,19793
1107,2037,19793
1107,2038,19793
1107,2039,19793
1107,2040,19793
1107,2041,19793
1107,2042,19793
1107,2043,19793
1107,2044,19793
1107,2045,19793
1107,2046,19793
1107,2047,19793
1107,2048,19793
1107,2049,19793
1107,2050,19793
1107,2051,19793
1107,2052,19793
1107,2053,19793
1107,2054,19793
1107,2055,19793
1107,2056,19793
1107,2057,19793
1107,2058,19793
1107,2059,19793
1107,2060,19793
1107,2061,19793
1107,2062,19793
1107,2063,19793
1107,2064,19793
1107,2065,19793
1107,2066,19793
1107,2067,19793
1107,2068,19793
1107,2069,19793
1107,2070,19793
1107,2071,19793
1107,2072,19793
1107,2073,19793
1107,2074,19793
1107,2075,19793
1107,2076,19793
1107,2077,19793
1107,2078,19793
1107,2079,19793
1107,2080,19793
1107,2081,19793
1107,2082,19793
1107,2083,19793
1107,2084,19793
1107,2085,19793
1107,2086,19793
1107,2087,19793
1107,2088,19793
1107,2089,19793
1107,2090,19793
1107,2091,19793
1107,2092,19793
1107,2093,19793
1107,2094,19793
1107,2095,19793
1107,2096,19793
1107,2097,19793
1107,2098,19793
1107,2099,19793
1109,2000,32966
1109,2001,32966
1109,2002,32966
1109,2003,32966
1109,2004,32966
1109,2005,32966
1109,2006,32966
1109,2007,32966
1109,2008,32966
1109,2009,32966
1109,2010,32966
1109,2011,32966
1109,2012,32966
1109,2013,32966
1109,2014,32966
1109,2015,32966
1109,2016,32966
1109,2017,32966
1109,2018,32966
1109,2019,32966
1109,2020,32966
1109,2021,32966
1109,2022,32966
1109,2023,32966
1109,2024,32966
1109,2025,32966
1109,2026,32966
1109,2027,32966
1109,2028,32966
1109,2029,32966
1109,2030,32966
1109,2031,32966
1109,2032,32966
1109,2033,32966
1109,2034,32966
1109,2035,32966
1109,2036,32966
1109,2037,32966
1109,2038,32966
1109,2039,32966
1109,2040,32966
1109,2041,32966
1109,2042,32966
1109,2043,32966
1109,2044,32966
1109,2045,32966
1109,2046,32966
1109,2047,32966
1109,2048,32966
1109,2049,32966
1109,2050,32966
1109,2051,32966
1109,2052,32966
1109,2053,32966
1109,2054,32966
1109,2055,32966
1109,2056,32966
1109,2057,32966
1109,2058,32966
1109,2059,32966
1109,2060,32966
1109,2061,32966
1109,2062,32966
1109,2063,32966
1109,2064,32966
1109,2065,32966
1109,2066,32966
1109,2067,32966
1109,2068,32966
1109,2069,32966
1109,2070,32966
1109,2071,32966
1109,2072,32966
1109,2073,32966
1109,2074,32966
1109,2075,32966
1109,2076,32966
1109,2077,32966
1109,2078,32966
1109,2079,32966
1109,2080,32966
1109,2081,32966
1109,2082,32966
1109,2083,32966
1109,2084,32966
1109,2085,32966
1109,2086,32966
1109,2087,32966
1109,2088,32966
1109,2089,32966
1109,2090,32966
1109,2091,32966
1109,2092,32966
1109,2093,32966
1109,2094,32966
1109,2095,32966
1109,2096,32966
1109,2097,32966
1109,2098,32966
1109,2099,32966
1111,2000,22920
1111,2001,22920
1111,2002,22920
1111,2003,22920
1111,2004,22920
1111,2005,22920
1111,2006,22920
1111,2007,22920
1111,2008,22920
1111,2009,22920
1111,2010,22920
1111,2011,22920
1111,2012,22920
1111,2013,22920
1111,2014,22920
1111,2015,22920
1111,2016,22920
1111,2017,22920
1111,2018,22920
1111,2019,22920
1111,2020,22920
1111,2021,22920
1111,2022,22920
1111,2023,22920
1111,2024,22920
1111,2025,22920
1111,2026,22920
1111,2027,22920
1111,2028,22920
1111,2029,22920
1111,2030,22920
1111,2031,22920
1111,2032,22920
1111,2033,22920
1111,2034,22920
1111,2035,22920
1111,2036,22920
1111,2037,22920
1111,2038,22920
1111,2039,22920
1111,2040,22920
1111,2041,22920
1111,2042,22920
1111,2043,22920
1111,2044,22920
1111,2045,22920
1111,2046,22920
1111,2047,22920
1111,2048,22920
1111,2049,22920
1111,2050,22920
1111,2051,22920
1111,2052,22920
1111,2053,22920
1111,2054,22920
1111,2055,22920
1111,2056,22920
1111,2057,22920
1111,2058,22920
1111,2059,22920
1111,2060,22920
1111,2061,22920
1111,2062,22920
1111,2063,22920
1111,2064,22920
1111,2065,22920
1111,2066,22920
1111,2067,22920
1111,2068,22920
1111,2069,22920
1111,2070,22920
1111,2071,22920
1111,2072,22920
